Customer,ST,GENDER,Education,Customer Lifetime Value,Income,Monthly Premium Auto,Number of Open Complaints,Policy Type,Vehicle Class,Total Claim Amount,State,Gender
SD21312,,,College,,66839.0,154.0,0,Personal Auto,Luxury,739.2,Nevada,M
FG31425,,,College,,37811.0,63.0,0,Special Auto,Four-Door Car,365.002909,Arizona,F
FA15338,,,High School or Below,,20978.0,70.0,0,Personal Auto,Two-Door Car,336.0,Arizona,M
HD53787,,,College,,28519.0,86.0,0,Personal Auto,Two-Door Car,412.8,California,F
ME11422,,,College,,0.0,72.0,1,Personal Auto,Four-Door Car,571.531582,California,M
QN36109,,,Master,,85140.0,118.0,4,Personal Auto,SUV,88.17994,Nevada,F
UL80763,,,Doctor,,37384.0,99.0,0,Personal Auto,Four-Door Car,475.2,Oregon,F
DH61947,,,Bachelor,,0.0,79.0,0,Personal Auto,Two-Door Car,168.89233,Oregon,M
QX54905,,,College,,0.0,66.0,0,Corporate Auto,Four-Door Car,316.8,Nevada,F
XQ39498,,,High School or Below,,57659.0,111.0,0,Personal Auto,Four-Door Car,756.37287,Oregon,M
FQ51281,,,Bachelor,,95241.0,68.0,1,Personal Auto,Four-Door Car,87.803087,Oregon,F
NA45983,,,College,,38870.0,74.0,0,Special Auto,Four-Door Car,145.365072,Arizona,M
LC23144,,,High School or Below,,13870.0,109.0,0,Personal Auto,SUV,550.430985,California,F
SG54382,,,Bachelor,,25964.0,76.0,2,Corporate Auto,Four-Door Car,364.8,Arizona,M
XH54129,,,High School or Below,,72193.0,118.0,0,Personal Auto,Four-Door Car,552.646907,California,F
QD28391,,,College,,84302.0,62.0,0,Personal Auto,Four-Door Car,76.609295,Washington,M
HX55735,,,Bachelor,,0.0,73.0,3,Personal Auto,Two-Door Car,350.4,Nevada,F
AI49712,,,High School or Below,,0.0,72.0,0,Personal Auto,Four-Door Car,345.6,Washington,F
YM53951,,,College,,39482.0,77.0,0,Corporate Auto,Four-Door Car,277.907701,Oregon,M
JO77924,,,High School or Below,,66371.0,125.0,0,Personal Auto,SUV,43.098747,Oregon,M
EZ20115,,,Bachelor,,35300.0,74.0,0,Personal Auto,Four-Door Car,225.518065,California,M
DD88614,,,Doctor,,67735.0,88.0,0,Corporate Auto,Four-Door Car,3.4637,California,F
BO21461,,,College,,98879.0,73.0,1,Personal Auto,Four-Door Car,108.667642,California,M
EX13440,,,High School or Below,,0.0,108.0,0,Corporate Auto,SUV,777.6,Oregon,M
UB87714,,,Master,,72885.0,124.0,2,Personal Auto,SUV,233.676034,Oregon,M
VW84197,,,Bachelor,,26378.0,70.0,1,Personal Auto,Four-Door Car,147.795699,Oregon,F
HP56518,,,Bachelor,,67798.0,69.0,0,Personal Auto,Four-Door Car,331.2,Oregon,M
SP81997,,,Master,,41275.0,96.0,0,Personal Auto,Four-Door Car,41.122303,Washington,F
VH66357,,,College,,39646.0,70.0,0,Personal Auto,Four-Door Car,279.714859,California,M
IM30965,,,High School or Below,,71868.0,65.0,0,Corporate Auto,Four-Door Car,312.0,Oregon,M
TQ37204,,,High School or Below,,59107.0,107.0,0,Personal Auto,SUV,480.521227,Oregon,F
NN54114,,,Bachelor,,0.0,70.0,0,Personal Auto,Four-Door Car,504.0,Arizona,M
BI27443,,,College,,36428.0,124.0,0,Personal Auto,SUV,559.412583,Arizona,F
WL86517,,,Doctor,,93284.0,99.0,0,Personal Auto,Two-Door Car,475.2,Nevada,F
HW40931,,,College,,34612.0,91.0,1,Special Auto,Four-Door Car,655.2,Oregon,F
NN44758,,,High School or Below,,76157.0,116.0,0,Personal Auto,Two-Door Car,556.8,Arizona,F
NQ18750,,,College,,0.0,106.0,0,Personal Auto,Two-Door Car,763.2,Oregon,M
GC34791,,,High School or Below,,17109.0,62.0,0,Personal Auto,Two-Door Car,297.6,Nevada,M
SY22123,,,College,,29539.0,85.0,0,Personal Auto,Four-Door Car,408.0,California,F
DY17416,,,College,,49539.0,79.0,0,Personal Auto,Two-Door Car,286.938064,Oregon,M
KE57057,,,High School or Below,,0.0,66.0,1,Corporate Auto,Four-Door Car,475.2,California,F
AT24793,,,College,,25352.0,173.0,0,Special Auto,Luxury,830.4,Oregon,M
SL71998,,,College,,63223.0,71.0,0,Personal Auto,Two-Door Car,397.622116,Oregon,M
AP66226,,,Bachelor,,18505.0,66.0,4,Personal Auto,Four-Door Car,316.8,Nevada,M
HI91534,,,College,,91485.0,114.0,0,Personal Auto,SUV,392.925712,California,F
TK61994,,,College,,18690.0,80.0,0,Personal Auto,Four-Door Car,18.192921,Oregon,F
CW35098,,,College,,0.0,91.0,0,Personal Auto,Two-Door Car,655.2,Washington,M
WX30852,,,Bachelor,,69819.0,66.0,0,Personal Auto,Four-Door Car,21.00736,Arizona,F
SK69036,,,Bachelor,,25708.0,118.0,0,Personal Auto,Four-Door Car,566.4,California,M
YI79084,,,Doctor,,33738.0,95.0,0,Personal Auto,Two-Door Car,541.755353,Nevada,M
KF46546,,,Bachelor,,75845.0,72.0,0,Personal Auto,Four-Door Car,73.848672,Arizona,F
GA71186,,,High School or Below,,83392.0,112.0,0,Personal Auto,SUV,523.688037,Nevada,M
KL65897,,,Bachelor,,0.0,87.0,0,Personal Auto,Two-Door Car,94.714302,California,F
CF15086,,,College,,76375.0,96.0,0,Personal Auto,Four-Door Car,138.423414,California,M
HG40729,,,College,,0.0,114.0,0,Personal Auto,Four-Door Car,820.8,Oregon,M
VP55618,,,College,,32330.0,79.0,1,Corporate Auto,Four-Door Car,379.2,California,M
ZL23478,,,Bachelor,,85689.0,92.0,0,Corporate Auto,Four-Door Car,237.946822,California,F
EY75197,,,Bachelor,,0.0,158.0,0,Personal Auto,SUV,1137.6,Arizona,F
SF11920,,,College,,39507.0,70.0,0,Corporate Auto,Two-Door Car,283.743206,Arizona,F
DY57308,,,Bachelor,,22373.0,112.0,0,Personal Auto,SUV,419.750892,California,F
HP73832,,,College,,20217.0,96.0,2,Personal Auto,Four-Door Car,513.306893,California,F
WP58797,,,Bachelor,,19245.0,106.0,0,Personal Auto,SUV,508.8,Oregon,M
ZM33786,,,High School or Below,,17774.0,108.0,0,Personal Auto,SUV,116.257094,Arizona,F
LY19199,,,Bachelor,,80355.0,62.0,1,Corporate Auto,Two-Door Car,83.390706,Oregon,M
IX60436,,,Bachelor,,65099.0,73.0,2,Special Auto,Four-Door Car,350.4,Arizona,M
UK29448,,,Bachelor,,0.0,73.0,0,Personal Auto,Two-Door Car,525.6,Oregon,M
QA49556,,,Master,,23401.0,66.0,0,Personal Auto,Four-Door Car,316.8,Washington,M
ST78006,,,High School or Below,,0.0,63.0,1,Personal Auto,Four-Door Car,139.331764,Oregon,F
KD63903,,,College,,0.0,118.0,0,Personal Auto,SUV,566.4,Arizona,M
GV62858,,,Bachelor,,38692.0,102.0,0,Personal Auto,Four-Door Car,502.443591,California,F
DN66715,,,Master,,97131.0,64.0,0,Personal Auto,Four-Door Car,307.2,California,F
LU30834,,,Bachelor,,78046.0,119.0,2,Personal Auto,SUV,759.119999,Oregon,F
HN35280,,,Bachelor,,82225.0,61.0,0,Personal Auto,Two-Door Car,292.8,Arizona,M
DG21323,,,High School or Below,,0.0,64.0,0,Personal Auto,Four-Door Car,607.733606,California,F
KD16729,,,College,,21144.0,86.0,0,Personal Auto,Two-Door Car,391.446775,Nevada,M
WO17738,,,High School or Below,,36645.0,112.0,0,Corporate Auto,Four-Door Car,614.082146,Oregon,F
VB22338,,,High School or Below,,31842.0,108.0,0,Special Auto,SUV,406.348084,Nevada,M
JU66696,,,Master,,0.0,131.0,0,Corporate Auto,Luxury,628.8,California,F
AE60813,,,College,,75090.0,63.0,1,Personal Auto,Four-Door Car,101.34165,Oregon,F
AS99827,,,Bachelor,,0.0,62.0,0,Personal Auto,Four-Door Car,567.343266,Oregon,F
XQ80738,,,High School or Below,,72014.0,72.0,0,Personal Auto,Four-Door Car,188.204234,Oregon,F
KX82226,,,High School or Below,,13512.0,92.0,0,Personal Auto,Two-Door Car,441.6,Arizona,M
MA43940,,,High School or Below,,75909.0,117.0,0,Special Auto,Luxury,561.6,Oregon,M
JL93248,,,High School or Below,,18884.0,64.0,0,Personal Auto,Four-Door Car,307.2,Oregon,F
PY98628,,,High School or Below,,0.0,79.0,1,Personal Auto,Two-Door Car,407.440238,Arizona,M
GX32768,,,Bachelor,,0.0,74.0,1,Corporate Auto,Four-Door Car,807.279979,Oregon,F
AM89558,,,College,,26802.0,66.0,1,Corporate Auto,Two-Door Car,316.8,Nevada,M
EL41362,,,College,,99839.0,66.0,0,Personal Auto,Four-Door Car,468.203397,California,F
XK91603,,,College,,24186.0,64.0,0,Personal Auto,Four-Door Car,307.2,California,F
MG77033,,,College,,46971.0,69.0,0,Corporate Auto,Four-Door Car,120.109061,California,M
OM70085,,,Bachelor,,0.0,83.0,0,Personal Auto,Four-Door Car,483.577807,Oregon,F
NB57112,,,Bachelor,,0.0,117.0,1,Personal Auto,Luxury,842.4,Oregon,F
WH60140,,,Bachelor,,0.0,69.0,0,Personal Auto,Two-Door Car,496.8,Arizona,M
FV92759,,,College,,0.0,66.0,4,Personal Auto,Four-Door Car,316.8,Oregon,F
YW85018,,,Bachelor,,26790.0,71.0,0,Personal Auto,Two-Door Car,340.8,Nevada,M
BY84257,,,College,,0.0,71.0,0,Special Auto,Four-Door Car,747.107317,Arizona,M
JT69863,,,Bachelor,,16258.0,64.0,0,Personal Auto,Two-Door Car,307.2,Arizona,M
OE15600,,,College,,91169.0,65.0,0,Personal Auto,Two-Door Car,139.745936,California,M
BU81591,,,College,,0.0,90.0,0,Corporate Auto,Four-Door Car,432.0,California,M
XL44677,,,Bachelor,,25905.0,63.0,0,Personal Auto,Four-Door Car,302.4,California,M
No73821,,,High School or Below,,44577.0,131.0,0,Personal Auto,SUV,640.491537,Oregon,M
VJ24328,,,High School or Below,,53021.0,68.0,4,Personal Auto,Four-Door Car,326.4,Oregon,M
XW63353,,,High School or Below,,56980.0,84.0,0,Personal Auto,Two-Door Car,599.000883,Oregon,M
JZ31045,,,College,,97719.0,67.0,0,Personal Auto,Four-Door Car,318.660896,California,F
UM27359,,,Bachelor,,49530.0,63.0,0,Personal Auto,Four-Door Car,278.24204,Arizona,M
ND71187,,,Master,,56233.0,79.0,0,Corporate Auto,Four-Door Car,558.746277,Arizona,M
YR63096,,,High School or Below,,79140.0,74.0,0,Corporate Auto,Four-Door Car,487.930161,Nevada,F
SN21895,,,Bachelor,,13088.0,82.0,0,Personal Auto,Four-Door Car,393.6,Arizona,F
FY90924,,,High School or Below,,73601.0,73.0,0,Personal Auto,Four-Door Car,339.938915,Arizona,F
CN30964,,,Bachelor,,31517.0,84.0,2,Personal Auto,Two-Door Car,604.8,California,F
BN14307,,,College,,0.0,69.0,0,Personal Auto,Two-Door Car,549.271947,Oregon,M
XG35514,,,High School or Below,,0.0,69.0,2,Personal Auto,Four-Door Car,496.8,California,M
RL28918,,,High School or Below,,42148.0,104.0,0,Personal Auto,SUV,366.978793,California,M
SR74929,,,High School or Below,,0.0,133.0,0,Personal Auto,SUV,1443.455106,Oregon,F
HK93338,,,High School or Below,,23769.0,69.0,0,Personal Auto,Four-Door Car,470.097411,Washington,F
QR53727,,,High School or Below,,0.0,109.0,0,Personal Auto,SUV,523.2,Arizona,F
SQ35375,,,Doctor,,22241.0,63.0,0,Personal Auto,Four-Door Car,343.159148,Oregon,F
UD77728,,,Bachelor,,23550.0,72.0,0,Personal Auto,Four-Door Car,222.751524,Arizona,F
GP13187,,,Master,,0.0,190.0,0,Personal Auto,Luxury,1368.0,California,F
AQ70619,,,High School or Below,,71024.0,65.0,1,Corporate Auto,Four-Door Car,266.640638,California,M
IP65887,,,Bachelor,,71644.0,105.0,0,Corporate Auto,SUV,504.0,Oregon,F
KS98084,,,Master,,50363.0,63.0,0,Personal Auto,Four-Door Car,12.744774,California,F
QU55718,,,Bachelor,,92914.0,136.0,0,Personal Auto,Luxury,979.2,California,F
TS31417,,,College,,16645.0,117.0,0,Personal Auto,SUV,696.9628,Washington,M
QG83213,,,College,,0.0,94.0,0,Personal Auto,Four-Door Car,451.2,California,M
SA40041,,,Bachelor,,22814.0,73.0,0,Personal Auto,Four-Door Car,360.773462,Washington,F
MC36247,,,Bachelor,,22828.0,106.0,0,Personal Auto,SUV,508.8,Oregon,M
FO13070,,,High School or Below,,51066.0,74.0,0,Personal Auto,Four-Door Car,787.993313,California,M
VL97142,,,College,,68507.0,110.0,0,Personal Auto,SUV,140.196942,Oregon,M
CI57475,,,College,,0.0,87.0,0,Personal Auto,Four-Door Car,626.4,Arizona,F
KJ19260,,,College,,37929.0,61.0,0,Corporate Auto,Four-Door Car,120.436587,Arizona,M
GN93462,,,Bachelor,,89285.0,81.0,0,Personal Auto,Four-Door Car,109.032565,California,M
QB86817,,,High School or Below,,98235.0,93.0,0,Personal Auto,Four-Door Car,377.422029,Oregon,F
AZ68072,,,Bachelor,,23650.0,61.0,2,Personal Auto,Four-Door Car,14.095914,Oregon,F
MZ43298,,,Bachelor,,90167.0,131.0,0,Corporate Auto,SUV,523.733793,California,F
KS12490,,,High School or Below,,64669.0,131.0,0,Personal Auto,Luxury,628.8,Oregon,M
TL18087,,,Bachelor,,65083.0,77.0,0,Personal Auto,Four-Door Car,369.6,Washington,M
ZT18953,,,Bachelor,,0.0,109.0,0,Corporate Auto,SUV,523.2,Oregon,F
EF13716,,,College,,60462.0,68.0,1,Personal Auto,Four-Door Car,216.934983,Oregon,M
RN87402,,,College,,0.0,69.0,0,Corporate Auto,Four-Door Car,454.3585,California,F
RJ40995,,,Doctor,,36631.0,62.0,0,Personal Auto,Four-Door Car,67.530904,Arizona,M
GB47529,,,High School or Below,,40308.0,136.0,0,Corporate Auto,Luxury,652.8,Oregon,F
MB63131,,,Bachelor,,0.0,64.0,1,Corporate Auto,Four-Door Car,307.2,Oregon,F
KN57002,,,Bachelor,,0.0,130.0,0,Corporate Auto,SUV,936.0,Arizona,M
DR68556,,,High School or Below,,85067.0,65.0,0,Personal Auto,Four-Door Car,256.242825,Oregon,M
CS70768,,,High School or Below,,0.0,64.0,0,Personal Auto,Four-Door Car,460.8,California,F
XY33610,,,College,,97750.0,65.0,0,Personal Auto,Four-Door Car,303.002922,Washington,M
LO17953,,,Doctor,,38704.0,65.0,0,Personal Auto,Four-Door Car,9.716628,Oregon,F
LZ35469,,,Bachelor,,76731.0,64.0,0,Personal Auto,Four-Door Car,201.455005,California,F
BM27144,,,College,,57446.0,64.0,0,Personal Auto,Four-Door Car,77.451706,California,F
EA14700,,,Bachelor,,0.0,73.0,0,Personal Auto,Two-Door Car,525.6,California,M
FQ70521,,,High School or Below,,96768.0,111.0,2,Personal Auto,Four-Door Car,2.549986,California,F
OA99158,,,Bachelor,,0.0,65.0,0,Corporate Auto,Two-Door Car,312.0,California,M
YS84064,,,Bachelor,,0.0,180.0,3,Corporate Auto,SUV,1296.0,Arizona,M
YD45065,,,College,,0.0,118.0,0,Personal Auto,SUV,566.4,Oregon,F
OC88207,,,Master,,77265.0,69.0,0,Special Auto,Two-Door Car,170.689399,California,M
IL47644,,,High School or Below,,48736.0,111.0,0,Personal Auto,SUV,285.84958,Oregon,F
CW27031,,,High School or Below,,0.0,126.0,0,Corporate Auto,SUV,907.2,Washington,F
XX44146,,,High School or Below,,0.0,89.0,0,Personal Auto,Two-Door Car,640.8,California,F
LH26131,,,High School or Below,,0.0,108.0,0,Personal Auto,Two-Door Car,1099.233361,Nevada,F
HU94030,,,High School or Below,,46667.0,129.0,1,Corporate Auto,SUV,59.526095,Arizona,F
GP39118,,,High School or Below,,71600.0,63.0,0,Personal Auto,Two-Door Car,46.158117,Washington,M
QL80658,,,High School or Below,,84229.0,98.0,0,Personal Auto,Four-Door Car,470.4,Arizona,M
LU63980,,,College,,0.0,62.0,0,Personal Auto,Two-Door Car,297.6,Nevada,M
HQ41200,,,College,,26118.0,101.0,0,Personal Auto,Four-Door Car,484.8,Oregon,F
DZ81394,,,High School or Below,,0.0,118.0,0,Personal Auto,SUV,1380.107186,Oregon,F
IN41344,,,College,,24049.0,74.0,0,Personal Auto,Four-Door Car,491.446146,Washington,M
QJ22615,,,Master,,37998.0,61.0,0,Special Auto,Four-Door Car,292.8,Arizona,F
FJ24418,,,Doctor,,0.0,95.0,0,Personal Auto,Four-Door Car,456.0,Arizona,F
JR45097,,,College,,0.0,184.0,0,Personal Auto,Luxury,1394.849254,Oregon,M
DT82702,,,College,,0.0,66.0,0,Personal Auto,Four-Door Car,316.8,Arizona,F
ME87834,,,Bachelor,,62396.0,107.0,0,Personal Auto,SUV,693.414133,Oregon,M
DB91647,,,College,,99239.0,74.0,0,Personal Auto,Four-Door Car,379.37884,California,M
UM44109,,,College,,94303.0,65.0,0,Personal Auto,Four-Door Car,149.688222,Oregon,M
RT22532,,,Bachelor,,18375.0,103.0,0,Personal Auto,Luxury,535.080276,Arizona,M
DU60004,,,College,,76769.0,88.0,0,Corporate Auto,Four-Door Car,170.106831,Nevada,F
XR17548,,,High School or Below,,78735.0,63.0,1,Personal Auto,Four-Door Car,225.558918,Oregon,M
VR14881,,,Bachelor,,0.0,130.0,0,Personal Auto,Luxury,624.0,Oregon,M
FS81127,,,Bachelor,,0.0,67.0,1,Corporate Auto,Four-Door Car,426.006858,California,F
VD19899,,,Doctor,,50494.0,114.0,0,Personal Auto,Two-Door Car,491.322893,California,F
SP93911,,,High School or Below,,86721.0,110.0,1,Corporate Auto,Two-Door Car,372.594847,California,F
GH49378,,,Bachelor,,67371.0,63.0,0,Personal Auto,Four-Door Car,86.599774,California,F
MZ30958,,,High School or Below,,21835.0,90.0,0,Corporate Auto,Two-Door Car,432.0,Nevada,M
FU55433,,,High School or Below,,62452.0,67.0,0,Corporate Auto,Two-Door Car,407.776546,Arizona,M
SZ14518,,,College,,0.0,72.0,0,Personal Auto,Four-Door Car,518.4,California,F
XI58886,,,High School or Below,,69809.0,70.0,0,Personal Auto,Two-Door Car,111.823103,California,M
NL17031,,,High School or Below,,0.0,84.0,0,Personal Auto,Two-Door Car,604.8,Washington,M
OB32861,,,High School or Below,,0.0,84.0,0,Special Auto,Two-Door Car,403.2,Nevada,M
AZ84403,,,College,,0.0,238.0,0,Personal Auto,Luxury,1142.4,Oregon,F
PU34934,,,College,,22601.0,88.0,0,Personal Auto,Four-Door Car,633.6,Arizona,F
WX87964,,,High School or Below,,29560.0,62.0,0,Personal Auto,Four-Door Car,297.6,Washington,M
VI12468,,,Bachelor,,0.0,133.0,0,Personal Auto,SUV,532.747291,Oregon,F
RC44077,,,Bachelor,,26790.0,71.0,0,Personal Auto,Two-Door Car,340.8,California,M
ZQ48144,,,Bachelor,,34986.0,91.0,0,Corporate Auto,Four-Door Car,73.839514,California,F
MA83261,,,High School or Below,,66378.0,71.0,0,Corporate Auto,Two-Door Car,158.000332,Arizona,M
ER63193,,,High School or Below,,48784.0,96.0,0,Corporate Auto,Four-Door Car,252.076899,California,F
XZ34917,,,Bachelor,,41043.0,72.0,0,Personal Auto,Four-Door Car,345.6,Washington,M
WH36754,,,College,,32775.0,61.0,0,Personal Auto,Four-Door Car,251.886847,Oregon,F
ZG90341,,,Bachelor,,61200.0,118.0,0,Personal Auto,Four-Door Car,566.4,Oregon,M
KR82385,,,Master,,66334.0,69.0,0,Personal Auto,Two-Door Car,331.2,California,M
MC48570,,,Doctor,,18661.0,62.0,0,Personal Auto,Two-Door Car,196.879475,Arizona,F
MP13698,,,College,,0.0,111.0,0,Personal Auto,Two-Door Car,532.8,Oregon,F
JE84351,,,Bachelor,,53133.0,91.0,0,Personal Auto,Two-Door Car,652.386798,Oregon,M
BU72276,,,Bachelor,,25134.0,67.0,0,Personal Auto,Four-Door Car,321.6,California,F
DC78147,,,College,,0.0,126.0,0,Personal Auto,SUV,604.8,Arizona,M
DB17162,,,High School or Below,,64324.0,67.0,0,Personal Auto,Four-Door Car,321.6,Arizona,M
TG97744,,,Bachelor,,25820.0,82.0,0,Corporate Auto,Four-Door Car,393.6,Oregon,F
QT26393,,,Bachelor,,29152.0,67.0,0,Personal Auto,Two-Door Car,255.079807,California,M
UG49716,,,College,,0.0,114.0,0,Personal Auto,Luxury,1182.289213,Washington,F
HF11584,,,Master,,62448.0,107.0,0,Personal Auto,SUV,513.6,Arizona,M
MS87381,,,High School or Below,,0.0,81.0,1,Personal Auto,Four-Door Car,388.8,California,F
YU79270,,,College,,27132.0,63.0,1,Personal Auto,Four-Door Car,302.4,Arizona,M
HU81007,,,Bachelor,,21706.0,108.0,0,Personal Auto,SUV,518.4,Oregon,F
XH53960,,,Bachelor,,0.0,61.0,0,Personal Auto,Four-Door Car,439.2,Arizona,F
MM62953,,,High School or Below,,66620.0,70.0,0,Personal Auto,Four-Door Car,336.0,Arizona,M
DA74095,,,Bachelor,,42800.0,153.0,1,Personal Auto,Luxury,734.4,Arizona,F
QD46343,,,High School or Below,,66676.0,97.0,0,Personal Auto,Four-Door Car,558.099357,Arizona,F
FR17176,,,High School or Below,,0.0,68.0,0,Personal Auto,Four-Door Car,326.4,Arizona,F
WY26014,,,High School or Below,,37433.0,90.0,0,Personal Auto,Four-Door Car,410.391616,California,F
RY32848,,,Doctor,,44930.0,132.0,0,Personal Auto,SUV,111.049063,Oregon,M
JG83987,,,Bachelor,,30857.0,81.0,0,Personal Auto,Two-Door Car,309.161777,Arizona,F
MQ48266,,,Bachelor,,46507.0,73.0,4,Personal Auto,Two-Door Car,325.569334,Arizona,F
EA68909,,,Bachelor,,48473.0,63.0,0,Personal Auto,Four-Door Car,302.4,California,M
KP51068,,,Bachelor,,59961.0,68.0,0,Personal Auto,Four-Door Car,291.91645,Oregon,M
CM78608,,,High School or Below,,88359.0,73.0,0,Personal Auto,Two-Door Car,35.915639,California,F
TZ11597,,,College,,97607.0,71.0,0,Personal Auto,Two-Door Car,60.021023,California,M
GS76685,,,High School or Below,,20228.0,101.0,1,Corporate Auto,SUV,523.815839,California,M
BR40272,,,College,,49009.0,105.0,0,Personal Auto,Four-Door Car,504.0,California,M
FX36546,,,Master,,60804.0,92.0,0,Personal Auto,Four-Door Car,213.225001,Washington,M
FY31714,,,Bachelor,,78374.0,82.0,0,Personal Auto,Four-Door Car,206.95076,Oregon,M
GL99349,,,High School or Below,,95621.0,66.0,5,Personal Auto,Two-Door Car,351.877002,California,M
HH49391,,,High School or Below,,15741.0,132.0,0,Special Auto,SUV,633.6,Oregon,M
WG26617,,,Bachelor,,38279.0,82.0,0,Personal Auto,Two-Door Car,64.396979,Oregon,M
JL97265,,,Master,,0.0,61.0,0,Personal Auto,Four-Door Car,292.8,Oregon,M
QQ25666,,,High School or Below,,60120.0,182.0,0,Personal Auto,Luxury,716.469391,Arizona,M
VE72838,,,High School or Below,,59207.0,116.0,0,Personal Auto,Four-Door Car,556.8,Arizona,F
ZN27809,,,College,,0.0,116.0,0,Personal Auto,SUV,820.018767,Oregon,F
IZ71030,,,College,,69446.0,64.0,1,Personal Auto,Four-Door Car,26.731452,California,F
LU79958,,,Bachelor,,0.0,73.0,4,Personal Auto,Four-Door Car,801.022368,Washington,F
KT30737,,,College,,0.0,119.0,0,Corporate Auto,SUV,856.8,California,M
IU32539,,,Bachelor,,50886.0,95.0,1,Personal Auto,Two-Door Car,620.10464,California,F
UI73924,,,Bachelor,,55257.0,64.0,3,Personal Auto,Two-Door Car,209.596158,Oregon,F
RZ89359,,,College,,61883.0,62.0,0,Personal Auto,Four-Door Car,18.077998,California,F
CE21829,,,College,,37233.0,136.0,0,Personal Auto,SUV,242.545602,Oregon,M
BU17847,,,Master,,37722.0,116.0,0,Personal Auto,Luxury,158.077504,Arizona,M
XA63646,,,Master,,81883.0,114.0,0,Personal Auto,Four-Door Car,376.002146,California,F
EA40332,,,Bachelor,,35822.0,197.0,0,Personal Auto,SUV,1404.868905,Oregon,M
KB75939,,,Bachelor,,23059.0,126.0,0,Corporate Auto,Luxury,95.845811,Oregon,F
PR98117,,,Bachelor,,97666.0,66.0,0,Personal Auto,Four-Door Car,136.27248,Oregon,F
ZE62067,,,Master,,26057.0,74.0,0,Corporate Auto,Four-Door Car,523.888845,Arizona,M
AU45793,,,Doctor,,30817.0,88.0,0,Corporate Auto,Four-Door Car,91.834668,Arizona,M
RE29131,,,College,,75648.0,108.0,0,Personal Auto,SUV,112.660916,Oregon,F
FZ19620,,,High School or Below,,0.0,96.0,0,Corporate Auto,Four-Door Car,1120.677126,Oregon,M
HM93220,,,High School or Below,,25852.0,135.0,1,Personal Auto,Luxury,648.0,Arizona,F
BO94261,,,Doctor,,0.0,68.0,1,Personal Auto,Four-Door Car,100.212651,Arizona,M
TC18805,,,Bachelor,,13207.0,137.0,2,Personal Auto,SUV,392.920864,Washington,M
UQ24268,,,High School or Below,,0.0,82.0,0,Personal Auto,Four-Door Car,393.6,Oregon,F
NF25863,,,High School or Below,,32150.0,98.0,0,Personal Auto,Two-Door Car,470.4,Nevada,M
FD98839,,,College,,52674.0,73.0,0,Personal Auto,Two-Door Car,166.5492,Oregon,M
FN99437,,,College,,91653.0,111.0,0,Corporate Auto,SUV,343.98412,California,M
DZ35379,,,High School or Below,,69512.0,72.0,0,Personal Auto,Two-Door Car,196.977247,Arizona,F
